title,image,plot
Rent-A-Pal,https://upload.wikimedia.org/wikipedia/en/3/38/Rent_a_pal_xlg.jpg,"David Brower is a middle-aged bachelor in 1990 who is looking for a romantic partner while also caring for his irritable dementia-ridden mother Lucille. His father, Frank, an accomplished jazz musician, committed suicide ten years prior. He has been utilizing Video Rendezvous, a video dating service, for six months to no avail. After going to one of their locations to record an updated tape, David stumbles across another tape in their bargain bin titled ""Rent-A-Pal,"" which he purchases after it intrigues him. Watching the tape, he finds that Rent-A-Pal features its host, Andy, who talks to the viewer and leaves in pauses to allow the viewer to simulate a conversation, though is quickly disillusioned and shuts it off.  The next morning, David is contacted by Video Rendezvous, who says that a woman, Lisa, wanted to match with him after watching his latest tape. When he goes to retrieve her tape, the receptionist informs him that she has already found another match, and when he watches her tape, he learns that she likes jazz and is a professional caregiver, depressing him further. He decides to continue watching Rent-A-Pal, where David confides in Andy that Lucille, like Andy's mother, was physically abusive. David also talks about his failures to find a partner, and when Andy shares a story about a girl who lied to avoid going to a dance with him in high school, he convinces David to make him his friend.  David continuously watches the tape, virtually talking, drinking, and playing cards with Andy. During one viewing, Andy presses David for an embarrassing story, in which David talks about how bullies in middle school left sexually explicit and threatening notes in David's name in the locker of a girl he liked which resulted in his suspension, the ordeal giving David trust issues. Andy begins to share an embarrassing story of his own from his college days, which begins to get increasingly more detailed and sexually charged as he goes on, prompting David to begin masturbating to it, even as Andy inexplicably begins using David's name instead of his own as he recounts the story. Lucille catches David in the act, but mistakes him for her late husband. As she gets more belligerent, David, in his anger, tells her that her husband is dead. After this causes her to break down, he recants and says that Frank is still alive and well to calm her down.  One day, David receives another call from Video Rendezvous, who informs him that Lisa's previous match didn't work out and that she's once again interested in him. The two go on a date at a roller rink/arcade, where the two talk and connect about their experience in caregiving. The date goes successfully, and Lisa gives David her number and sets up another date for the following evening. David tells Andy about it, but Andy is strangely angered by this, accusing David of casting him aside and forgetting about a previously planned time to play cards, causing David to cancel his date the following morning, using his mom as an excuse.  David spends the evening interacting with Andy, and when he goes upstairs for a drink, he discovers that Lucille has wandered out of the home. Frantic and unable to find her, David considers calling 911, but calls Lisa for help, and with her assistance, he locates her and returns her home. David takes the opportunity to show her his room and share his father's music with her. They begin to get intimate on the couch, during which David sits on the remote and turns Rent-A-Pal on. As Andy seems to judgingly watch David make out with Lisa, David prematurely ejaculates when Lisa touches his leg and Andy laughs hysterically, alerting Lisa. When Lisa questions David about the tape, he gets angry and defensive, prompting her to leave.  The next morning, as David cleans the house, he finds a picture in his mother's room featuring him and Andy, seemingly taken during the course of the tape. He then finds his Rent-A-Pal tape missing, only to discover Lucille cutting the tape's film in the kitchen, mistaking it for Scotch tape. Furious, David strikes Lucille across the face with the tape, knocking her to the ground, before going to Video Rendezvous and aggressively acquiring another Rent-A-Pal tape. After re-watching it, he takes Lucille, still on the kitchen floor, to the top of the basement stairwell. After she addresses him as David, he coldly whispers to her that she's the reason that Frank killed himself before pushing her down, grievously injuring her. Soon, all the TVs in the house begin to play Rent-A-Pal as Andy expresses his excitement to be David's friend.  Lisa arrives at David's house, wanting to make amends for the previous night and bring over dinner, but she discovers Lucille's body. David confronts her, speaking like Andy as he attempts to keep her from calling the police before trying to murder her. Lisa manages to free herself and stabs David in the chest with a pair of scissors before fleeing and shouting for help. David drags himself into the basement and fast-forwards the Rent-A-Pal tape to the end in which Andy forlornly says goodbye to the viewer before he bleeds out."
The Rental,https://upload.wikimedia.org/wikipedia/en/7/7a/The_Rental_poster.jpg,"Charlie, his wife Michelle, his brother Josh, and Josh's girlfriend/Charlie's business partner Mina rent a remote house on the Oregon Coast for a weekend getaway. On their arrival at the property, they meet the house's caretaker Taylor, who acts oddly and makes racist remarks toward Mina. After they have settled in, Mina, Josh, and Charlie take MDMA (ecstasy) while Michelle goes to bed. Josh later passes out on the couch, and Mina and Charlie end up kissing in the hot tub and having sex in the shower.  The next morning, Charlie and Mina agree to forget what happened between them and not tell their respective partners. While taking a shower, Mina discovers a camera in the shower head and alerts Charlie; the two are confident Taylor has installed it. Charlie stops her from calling the police, as doing so would likely lead to Michelle and Josh learning they had sex. He also assures her that Taylor would not reveal the footage because it would involve him admitting to spying on them.  That night, Michelle calls Taylor over to fix the hot tub, while Josh realizes his dog has gone missing. Josh is suspicious that Taylor may have taken the dog, so he confronts Taylor upon his arrival, but he denies it. Taylor fixes the hot tub, and Mina privately confronts him about the hidden camera in the shower, which he claims to be unaware of. An argument ensues and Taylor attempts to call the police, but Mina tries to stop him. Hearing the commotion, Josh rushes in and, assuming Taylor was attacking Mina, beats him unconscious. Mina is forced to explain the hidden camera in the shower, but does not reveal that she had sex with Charlie. The group gather in the living room to decide what to do. Meanwhile, a masked man sneaks inside and smothers Taylor to death. When the others return and find Taylor dead, they assume that he died from the injuries inflicted by Josh.  Frantic, Michelle demands they call the police, but Charlie refuses to let his brother, who has previously been incarcerated, return to prison. He suggests that they stage Taylor's death as an accident by throwing him off the cliff into the ocean. Michelle refuses to take part in their plan and goes to the bedroom. Charlie, Josh and Mina carry Taylor's body to the cliff. It falls onto an outcrop, forcing Josh to go down and push it into the sea. Back at the house, Michelle hears the sound of a shower and when she investigates, she is lured into a room where a television shows the footage of Charlie and Mina having sex. Michelle confronts Charlie about what she has seen, and drives off angrily. Down the road, she runs over metal spikes, crashes into a tree, and is attacked by the masked man while texting Charlie for help.  Charlie gets a text from Michelle's phone and goes to search for her. He finds her dead body on the road and is then attacked and murdered by the masked man. Back at the house, Mina and Josh are looking for the shower camera's transceiver to destroy any footage it recorded. Josh receives texts from Charlie's phone that contain evidence of Charlie and Mina having sex. Josh then hears someone enter the house and, thinking it is Charlie, rushes to confront him. Instead, the masked man ambushes and kills Josh. Mina flees, pursued by the masked man. Sprinting through the forest in the darkness and fog, she accidentally runs off a cliff and falls into the ocean.  The masked man returns to the house, removing all evidence and surveillance equipment and then removes his mask (revealing dark hair and what is implied to be a younger man, though his face is not shown). As the man is about to depart, Josh's dog runs in through the backdoor, showing that he did indeed just run off for a day as opposed to being killed.  The man attempts to pet the dog gently but the dog recoils, and the man departs without harming the dog.  He rents a new property and installs cameras in it.  It becomes clear that as a serial killer, he first rents a property and installs the surveillance equipment, and at some point in the future, he uses that equipment to kill future renters before removing the equipment and moving on.  He appears to be agnostic to whether the rental properties are remote or urban.  During the credits, footage is shown from the hidden cameras of the masked man attacking a sleeping couple as he emerges from a closet."
The Requin,https://upload.wikimedia.org/wikipedia/en/7/77/The_requin.jpeg,"Jaelyn and her husband, Kyle, are spending a holiday at a beach tourist retreat in Vietnam, housed in an overwater bungalow. Jaelyn is partially withdrawn and traumatized since she suffered a stillbirth during a homebirth, keeping contact with her family and friends mostly through social media; the trip is meant to restore her spirits again. However, on their second night, a violent tropical storm hits the resort. The bungalow is flooded and torn off its moorings, drifting away from the mainland, and Kyle's leg is severely injured.  As the days pass, Jaelyn and Kyle try to take stock of their situation and wait for rescue. When a ship passes by, they try to create a smoke signal, but the fire instead destroys their shelter, forcing them to abandon it and climb onto a floating piece of wooden flooring. As they drift, Kyle apologizes to his wife for leaving her alone to deal with her trauma, and they reconcile. Soon afterwards, a great white shark attacks their raft and bites off Kyle's legs, leaving him to bleed to death. That night, the raft finally hits a beach; Jaelyn drags Kyle's body onto the sand and then collapses from exhaustion. As she wakes the next morning, the tide has come in, leaving Kyle floating in the water. Before Jaelyn can retrieve him, several sharks arrive and devour the body. When she wades back to shore, a shark attacks her and bites her leg before she can drive it off.  After recovering, Jaelyn walks off along the coastline until she meets a local fisherman in his coracle, who stitches her wounds; but as she falls asleep, he dives down to check his weir and is fatally attacked by the shark. As the shark then assaults the coracle, Jaelyn first drives it off by shredding its head with a handheld outboard engine. Enraged, the shark returns and upends the coracle. As Jaelyn frantically wraps the coracle's anchor rope around herself to stop herself from sinking, the shark comes in for another attack, but its jaws accidentally close around the boat's raised anchor, driving one of its flukes directly through its brain and killing it. Climbing onto the upside-down coracle, Jaelyn drifts to a fishing village, where she is soon spotted by fishermen on the beach."
Rescued by Ruby,https://upload.wikimedia.org/wikipedia/en/c/c6/Rescued_by_Ruby.jpeg,"Ruby is an extremely hyperactive half border collie that has been adopted seven times from the shelter she has been in over the last six months, but always later returned due to an inability to train or control her.  Rhode Island state trooper Daniel O'Neil has dreamed of joining the K-9 search and rescue team of the state police. However, he has been rejected seven times and he only has one last chance to qualify before he turns 30, as all applicants have to be under 30.  Daniel learns that the K-9 unit has no funds to import any more German Shepherds, the breed usually used in search and rescue teams, and therefore he would not be able to join the program. He finds out his wife Melissa is pregnant with their second child, making him even more determined to go for it because the promotion would also improve his pay and benefits.  Pat, an advocate at the shelter, begs her workmate Rick to give Ruby a little more time. He announces that in the evening they will put her down. Dan discovers a K-9 dog does not have to be a German Shepherd, but is curious, agile and spirited. Then he visits the shelter, and Pat convinces him to adopt Ruby to train her and join the program.  The story then follows Dan's attempts to train Ruby, their failures and their successes. They both are high-energy, enthusiastic and have to discover how to work together effectively.  Sergeant Zarella explains that after an entry exam, those accepted do six weeks of intensive training. To enter, the dog and the owner must have the right temperament, focus, calmness and compassion. Ruby does well until finally, impatient, she wiggles free, disturbing a bee's nest. Out of the official training, Mel reminds Dan he got through the police academy with dyslexia and hyperactivity, so maybe he should try homeschooling Ruby.  At the exam at six weeks, Ruby passes. They wait for months on their junior team, until finally they are needed. Sent to a home where a murder victim is meant to be, Ruby senses human remains, but Dan can't find them. Disappointed, he ignores her, dejected. She runs off during the night, only to have Zarella tell him the remains were found at the scene where Ruby indicated, but buried beneath concrete. Zarella tells Dan it was amazing that Ruby caught the scent, and he should have trusted his K9 partner. Dan frantically searches for Ruby, finally finding her.  Dan and Ruby join the search teams seeking Michael, a boy who got lost while hiking. They find him in the rain and dark, and the boy turns out to be Pat's son. Pat thanks Dan and Ruby and Dan is promoted to full K-9 officer."
Resident Evil: Welcome to Raccoon City,https://upload.wikimedia.org/wikipedia/en/0/01/Welcome_to_Raccoon_City.jpg,"In the 1980s, Claire Redfield and her older brother Chris are children living at the Raccoon City Orphanage. Claire befriends Lisa Trevor, a disfigured girl who has been experimented on by Dr. William Birkin, an employee for the Umbrella Corporation, who oversees the orphanage and takes children for his own experimental research. Claire escapes from Birkin when she is selected to participate in an experiment. In 1998, Claire returns to Raccoon City, hitchhiking in a semi-truck. The truck driver accidentally hits a woman in the middle of the road. While Claire and the driver are arguing, the woman disappears. The truck driver's Dobermann licks the blood left behind, and over time begins to foam at the mouth and becomes erratic. At a diner, rookie police officer Leon S. Kennedy notices that the diner's owner has blood coming out of her eyes. Claire heads to Chris's home to warn him about Umbrella's experiments, revealing journalist Ben Bertolucci as her source.  After Chris leaves for the police station, a child breaks into the house, running from his mother, who attacks Claire; both are erratic and bloody. Claire escapes from them on Chris's motorbike. At the police station, the STARS Alpha team meet with Chief Brian Irons and he explains that the Bravo team went missing while investigating a death at the remote Spencer Mansion. The Alpha team, composed of Chris, Jill Valentine, Richard Aiken, Brad Vickers, and Albert Wesker, is sent to the mansion by helicopter to investigate. Unknown to his teammates, Wesker is an operative for an unidentified party, tasked with stealing Birkin's virus, using inside knowledge to navigate the mansion. Inside, Chris and Richard encounter zombies eating the bodies of the Bravo team while Brad gets bitten by a zombie and crashes their helicopter into the mansion trying to fly away. Wesker saves Jill from a zombie before leaving her; Richard is eaten while Chris battles the horde, reuniting with Jill. The pair flee into the secret passage Wesker unlocked.  Meanwhile, the truck driver, bitten by his dog, transforms into a zombie and crashes his truck into the police station. Chief Irons tries to drive out of the city but is fired on by Umbrella guards attempting to contain the outbreak. Returning to the station, Irons is attacked by the truck driver's zombie dog but Claire rescues him. Claire and Leon retrieve weapons and encounter Bertolucci locked in a cell, who is then bitten by a zombie inmate. The station becomes overrun by zombies, and Leon, Claire, and Irons escape to the Orphanage, looking for a secret Umbrella tunnel leading to the mansion. A Licker kills Irons and attacks Leon, but he is saved by Lisa who recognises Claire and gives them the keys to the secret passage. The pair discover the secret lab where Umbrella was experimenting on children like the Ashford Twins. Wesker encounters Dr. Birkin and his family deep inside the building. In the ensuing scuffle, Wesker is shot by Birkin, shoots him back, and then kills Birkin's wife in self-defense. When Wesker hesitates to pull the trigger on their child Sherry, Jill shoots Wesker.  Before dying, Wesker tells Jill to escape via the underground train before the Umbrella Corporation destroys the city, while Birkin injects himself with the ""G-Virus"". Birkin begins to mutate and attacks Chris, before being shot down by Claire who has arrived at the lab with Leon. Chris, Sherry, Jill, Claire and Leon escape and board the train, but are derailed when Raccoon City and the Spencer Mansion are destroyed, allowing a mutated monster version of Birkin to reach them. It attacks the train and grabs Claire, but she stabs its face with her knife and gets released. Chris shoots the monster but runs out of bullets; Leon then destroys it with a rocket launcher. As the Corporation states that there were zero civilian survivors in the aftermath of the destruction, the five survivors walk out of the train tunnel, leaving Raccoon City behind. In a mid-credits scene, Wesker awakens in a body bag, unable to see anything. A mysterious figure hands him sunglasses and introduces herself as Ada Wong."
Resistance (2020 film),https://upload.wikimedia.org/wikipedia/en/1/1b/Resistance_poster.jpg,"The film opens in Munich, Nazi Germany. It is 1938 and Nazi Brown Shirts invade the home of a young Jewish girl, Elsbeth, and kill her parents.  The film continues in Strasbourg, France (near the German border), where Marcel Marceau works unfulfilled in his father's butcher shop, disconnected from Nazi atrocities and eager for the arts, especially mime and painting. During 1939, as Nazi power consolidates and World War II approaches, Marceau performs a cabaret impression of Charlie Chaplin, using the narrow moustache also favoured by Adolf Hitler. Visual similarities between Chaplin and Hitler frequent the film. Marceau's passion for theatre strengthens further after discovering his father secretly performs opera.    While Marcel's cousin, Georges, involves himself with a Jewish arm of the French Resistance, Marcel and Emma fall in love. Marcel's father, who had fled Poland years earlier, supports his son and Emma joining the anti-Nazi resistance. It is a decision that defines Marceau's wartime experiences and brings tragic consequences for Marceau's father: arrested in 1944 he dies in Auschwitz during 1945.   A Scout troop which Emma and Georges lead rescues 123 Jewish children whose parents were killed by Nazis. Marceau's mime skills improve as he helps entertain the orphans in a nearby castle. Bonds with Emma also strengthen. After Germany invades Poland in autumn 1939 their involvement deepens with the French Resistance. Adults distribute the Jewish children into smaller groups to minimise their visibility, some to local churches and others to Jewish families. Marcel and Emma maintain contact with Elsbeth.    After 1941 Marceau's story intertwines with the menacing Klaus Barbie, who is seen beating to death a Nazi homosexual in Berlin. Barbie portrays the murder as Aryan purification. Barbie arrives in Lyon in 1942 during the Nazi occupation of southern France. His aim is eliminating the French resistance. Barbie operates by bribing collaborators and brutal executions in an empty swimming pool at Gestapo Headquarters. Later, Barbie gains notoriety as ""The Butcher of Lyon"".  Marcel and Emma also move to Lyon, with Alain, who narrowly evades capture during a Nazi sweep of Lyon's train station. Marcel helps Alain escape by burning a German soldier. Emma and Mila, her sister, are less fortunate. Captured during another Gestapo roundup, Barbie tortures Mila to death while extracting information from Emma about the resistance. Emma survives by collaboration but later attempts suicide-by-train. Marceau saves her and they resolve to help Jewish children escape to Switzerland.  Pretending their Scout troop is hiking, Marcel and Emma, accompanied by Alain plus a dozen children including Elsbeth, travel by SNCF train to the French Alps. Barbie and SS troops patrol the last train station before the Franco-Swiss border, forcing the petrified Emma into hiding as they search the train. Barbie fails to discover Emma or the children's true ambition to reach Switzerland. Marcel and Emma continue their journey towards Switzerland with the children.  Barbie's SS meanwhile learn from a tortured priest the children are escaping Jews. Barbie, angry at his mistake, mobilises SS troops to pursue Marceau and the children into the icy forests of the Swiss border. Barbie gets close enough to discharge his handgun, mortally wounding Emma, but cannot prevent their escape. Marcel is devastated at Emma's death but comforted the children reach Switzerland.    The film closes in 1945 at Nuremberg, Germany. Marceau is now a Liaison Officer with the United States Army, also an actor, entertaining troops of the American occupation of Germany. Introduced by General George S. Patton, troops learn that Marceau crossed the Alps many times to save hundreds of children, mostly orphans, and indirectly saved thousands more children. Patton lauds an ""incredible story... of one of those unique human beings that makes your sacrifices and your heroism completely worth it.""  The film closes with an evocative mime by Marceau in his famous white face and blue and white shirt. It ends with a series of ""where are they now"" captions that neglects saying that Barbie escaped to Bolivia aided by US intelligence."
Resort to Love,https://upload.wikimedia.org/wikipedia/en/9/9f/Resort_to_Love_poster.png,"Aspiring pop star Erica Wilson's dreams are crushed when her musical partner and producer bails on his album release party, which would've started her career. Down the street, the devastated Erica is crying in disarray with her best friend, Amber, when a couple of buskers begins to play ""No One"" by Alicia Keys. This causes Erica to remember when Jason, her ex-fiancé of 4 years, pulled the rug out from under her, breaking up with her right before their wedding. The song makes Erica all the more hysterical as it was supposed to play during the first dance at her wedding.  Tired of seeing her friend let go of her romantic and professional life, Amber, a social media influencer, books Erica a gig working as an entertainer at an upscale resort in Mauritius. It takes a while for Erica to accept Amber's offering, but after a bit of convincing, she decides to take the job.  There, she's greeted by the resort's jack-of-all-trades, Barrington, who is also in her band. Erica is hopeful the island will be paradise and a nice way to leave all her troubles behind, but she soon has a change of heart after learning that she has been hired as a wedding singer. Her first performance is subpar and she doubts her ability to keep her job. Barrington advises her to sing something that makes her happy, and there is a montage of Erica singing Gloria Gaynor's ""I Will Survive"", embracing her surroundings, and making the best of her time on the island. Erica runs into Jason and learns that he's there for his wedding weekend. Shocked, Erica knows she's going to have to sing at their wedding, so she tries to make it a point not to run into him until then. Later, Erica meets Caleb, an ex-Navy SEAL who saves her from drowning. She also learns that Caleb is Jason's estranged brother, there for the wedding.  Erica meets the bride-to-be, Beverly, and the rest of the wedding party. Erica and Jason try to avoid each other as much as possible at the resort, but Erica winds up spending a good chunk of time with them because Beverly thinks Erica is just an old friend, not Jason's ex. Erica spends a majority of her time with Caleb, getting to know each other and connecting on a romantic level.  The night of Beverly's bachelorette party, she learns of Jason and Erica's past, which cases drama before their big day. However, this is soon resolved after Erica explains herself in a high-speed getaway van Beverly is in. After making up, Beverly and Jason get married, and Erica sings ""No One"" by Alicia Keys at the reception. At the end of the song, Erica acknowledges her new lover, Caleb, by planting a kiss on him."
Respect (2021 American film),https://upload.wikimedia.org/wikipedia/en/4/4d/Respect_2020_film_poster.png,"In 1952, 10-year-old Aretha Franklin lives with her father C.L., pastor of Detroit’s largest Baptist church, and her siblings Cecil, Erma, and Carolyn. Aretha’s father often has her sing for parties at their home, while her mother Barbara, separated from C.L., encourages her independence. The predatory actions of a family friend, combined with the sudden death of Barbara, traumatizes Aretha, who ceases to speak for weeks until her father demands that she sing at church.  Seven years later, Aretha is a teen mother of two boys, but refuses to name their father. Touring as a gospel singer with family friend Dr. Martin Luther King, Jr., she meets local producer Ted White, but C.L. warns him to stay away. C.L. surprises Aretha with a meeting with Columbia Records executive John Hammond. She accepts a contract to record jazz standards, including ""Ac-Cent-Tchu-Ate the Positive.""  Four albums later, Aretha lacks a signature hit. At a club, she attempts to honor family friend Dinah Washington by performing one of Dinah’s songs; outraged, Dinah advises Aretha to find songs that move her. Struggling with the controlling influence of her father, Aretha begins a relationship with Ted. She brings him home to meet her family, leading C.L. to nearly shoot him, but announces Ted as her manager.  Two years later, Ted and Aretha are married with a child. After nine albums with no real success, Aretha is dropped by Columbia. Ted secures a deal with veteran producer Jerry Wexler of Atlantic Records, who introduces her to a group of white musicians in Muscle Shoals in 1967. There, Aretha records ""I Never Loved A Man (The Way I Love You)"", but a jealous Ted becomes violent with her.  Returning to Detroit with a black eye, Aretha reconnects with her family. Realizing her song has been released, becoming her first hit, Aretha takes a more hands-on role in her career. She makes her sisters her new backup singers and, despite their misgivings, reunites with Ted. Aretha and Carolyn are inspired to re-arrange Otis Redding's ""Respect""; their version becomes a #1 single, launching Aretha to stardom by her 25th birthday.  At a Detroit concert, Dr. King honors Aretha for her support of the Civil Rights Movement, proclaiming February 16 ""Aretha Franklin Day"". She has another signature hit, ""(You Make Me Feel Like) A Natural Woman"", but her career is complicated by Ted’s increasingly volatile behavior. Embarking on a European tour in 1968, Aretha is confronted with a Time magazine cover story about Ted’s abuse, and finally casts him out of her life.  Dating her tour manager Ken Cunningham, Aretha eventually has her fourth child. In the wake of Dr. King's assassination, Aretha's father drunkenly argues with her over the direction of the Movement, telling her that she no longer walks in the spirit. Aretha continues to release hits but overworks herself, coping with the pressure through alcohol, and rejects her family’s attempts to help her.  During a performance in Columbus, Georgia, a drunken Aretha falls from the stage. On a downward spiral and estranged from Ken and her family, she is consoled by a vision of her late mother. Aretha finds the strength to quit drinking, leading Ken to reconcile with her, and returns to her gospel roots. She approaches Wexler with the idea to produce her own gospel album, and he agrees on the condition that the recording of the album be filmed for a documentary.  Beginning rehearsals, Aretha confides in family friend James Cleveland, now a respected gospel artist. The day of the album’s recording, her father arrives to reconcile with her. The service begins and, with her family in attendance, Aretha sings her arrangement of the hymn, Amazing Grace. An epilogue reveals Aretha Franklin’s legacy as a world-famous artist and the “Queen of Soul”."
Resurrection (2022 film),https://upload.wikimedia.org/wikipedia/en/8/80/Resurrection_%282022_film%29.jpg,"Margaret is a composed, successful businesswoman living in Albany, New York, and single mother to Abbie, who is leaving for college. She has an affair with Peter, her married co-worker. One day, Abbie finds a tooth in her wallet. Margaret misses a call from Abbie, who had a biking accident while drunk. During a work conference, Margaret notices David, a man from her past, also attending. She has a panic attack, runs home and prevents Abbie from seeing a friend.  Margaret has a nightmare about finding a baby in the oven. She becomes irritable and attempts to have sex with Peter at their workplace. She sees David again while shopping and runs off with Abbie, who became wary of her behavior. Margaret confronts David, who claims that ""Ben is with me"" and smiles, his mouth missing a tooth. Margaret goes to the police, but receives no help. She has new locks installed and purchases a gun.  Margaret met David at the age of 18 and moved in with him after two weeks. While initially charming, David soon became abusive and controlling. He asked Margaret to give ""kindnesses"", which were essentially acts of self-harm or personal humiliation, in return for his love. She gave birth to a son named Benjamin, who became his target for jealousy. One day she returned home to find Ben gone but for two fingers. David claimed to have eaten him. Margaret became catatonic and David manipulated her into believing their dead son was alive inside him. She eventually fled to the United States.  Margaret asks David to leave. David continues to manipulate her and implies he is responsible for Abbie's accident. He leaves a key to his hotel room, where Margaret finds Ben's baby blanket. She wakes up the next day lactating.  Margaret learns his routine and plans to kill him at a bench near a river. Abbie and Peter ask her to seek help, but she drives both away. As she tries to kill David, he overpowers her. A delusional and exhausted Margaret hears Ben's cries from David's stomach. David chastises Margaret for trying to kill him and asks for another ""kindness"": she is to hold a complicated yoga position in a public park at night for hours.  The next morning, a scared Abbie runs away from Margaret. Peter, who has been watching Margaret out of worry, confesses his love to her, but she punches and threatens him. David visits Margaret at work and asks her to come to a hotel room. She writes a goodbye letter to Abbie and records a video message.   At the hotel room, David makes Margaret feel his stomach and claims that Ben is moving. Margaret attacks him with knives, ties him up to the bed and slices open his stomach, killing him. She pulls out his intestines, apparently finding a breathing fetus that she holds with care.  Abbie is seen leaving home for college. She lovingly says goodbye to Margaret, who is holding the baby. Abbie thanks her for keeping her safe as Margaret allows her to hold the baby herself. However, Margaret's smile slowly fades away before she gasps in terror."
The Return of Tanya Tucker: Featuring Brandi Carlile,https://upload.wikimedia.org/wikipedia/en/1/1a/Return_of_tanya_tucker_featuring_brandi_carlile.jpg,"Decades after Tanya Tucker slipped from the spotlight, music star Brandi Carlile writes an entire album for her hero based on Tanya's extraordinary life, spurring the greatest comeback in country music history."
The Rhythm Section,https://upload.wikimedia.org/wikipedia/en/9/98/The_Rhythm_Section_poster.jpg,"Three years after her family's death in a plane crash, Stephanie Patrick has become a drug-addicted prostitute in a London brothel. She is approached by journalist Keith Proctor, who believes the plane crash was a terrorist attack that was covered up by the government.   Stephanie leaves the brothel to live with Proctor and studies his research on the crash, which suggests that it was caused by a bomb made by a postgraduate engineering student named Reza, who attends university in London. Stephanie buys a black market gun and finds Reza in the university cafeteria, but cannot bring herself to shoot him. He mocks her and leaves, while also stealing her bag, which contains documents linked to Proctor. Hours later, she finds Proctor murdered in his apartment.  Through Proctor's notes, Stephanie discovers his source is disgraced MI6 agent Iain Boyd, whom she finds living in seclusion in Scotland. Boyd tells her Reza has vanished after her confrontation with him, and he reluctantly agrees to train her to hunt him down.   Boyd says Reza is a bombmaker hired by a terrorist known as U-17, who carried out the bombing at the behest of an Islamist cleric who was later killed in a drone strike. The plane was downed to assassinate liberal Muslim reformer Abdul Kaif; Kaif's father Suleman funded Proctor's investigation into the crash. Stephanie assumes the identity of Petra Reuter, an assassin killed by Boyd whose body was never found.  Boyd sends her to Madrid to meet ex-CIA agent Marc Serra, who seemingly agrees to help. Stephanie asks Suleman to finance her mission, promising to avenge their son; he refuses, being unaware of Proctor's death and believing Proctor had extorted them. Kaif's mother Alia offers her the money.   Stephanie assassinates several of the bombing conspirators. Serra tells her that U-17 is Reza himself. She tracks him to the South of France where he is preparing a bus bombing and, after a struggle on the bus, she leaves him to die as his own bomb explodes. She realizes that Serra has been U-17 all along and was using her to kill all connections to him. She kills Serra with a syringe at his home, before visiting Alia to report her mission a success.  Boyd meets Stephanie in London and warns her to disappear, as MI6 have offered to take him back if he can eliminate the newly resurgent ""Petra"". Stephanie, having found peace, walks away."
Rick + Morty in the Eternal Nightmare Machine,https://upload.wikimedia.org/wikipedia/en/c/cb/Rick_and_Morty_in_the_Eternal_Nightmare_Machine.jpg,"Finding themselves trapped inside another (collapsing) simulation (as in ""M. Night Shaym-Aliens!"") which they are informed is corrupt, Rick and Morty fight their way out of the Pyramid Sector, killing simulated versions of Noob Noob and a Glootie-controlled toilet, before taking on demonic visages of Scary Terry and Tammy Gueterman in the Horror Zone, acquiring the former's glove and impaling the latter after weakening her via a toxic vat of acid.  Proceeding onto the Interdimensional Cable ""Cop City"", Rick and Morty fight their way through a fruit police army with the help of Birdperson and Mr. Meeseeks, defeating a parasite and robotic snake-empowered Li'l Bits, before Morty is kidnapped by a giant simulated sentient version of the Gwendolyn sex robot. After fighting off several enlarged Ghost in a Jar parasites in pursuit of Morty into the Heaven Layer, Rick engages in one-on-one combat with Gazorpazorpfield, gaining his respect before continuing on in search of Morty, armed with a weaponised Plumbus. Discovering Morty trapped by an amalgamated composite of his various love interests: the Gwendolyn robot merged with mutated versions of Jessica, Tricia Lange, and Morty's Girlfriend (from ""The Vat of Acid Episode""), Rick engages them (and further simulated offspring of Morty's created by Gwendolyn) in combat, freeing Morty. After freeing Morty, Rick and he proceed deeper into the simulation to the Online World, taking out the Beta 7 hive mind with Belle Delphine's GamerGirl Bath Water before taking out numerous enlarged representations of Phoenixperson, a Wasp Rick and Ants-in-My-Eyes Johnson-wielding Beekeeper Jerry, and Rick's experiments, using enlarged Pickle Ricks against them, before finally finding themselves before President Morty Smith of The Citadel; sitting on his throne surrounded by The Matrix-inspired monitors of his visage, and declaring himself ""God of this Infinite Hell"", he warns the duo that the Nightmare Machine cannot die, and they will now become as Void, before vanishing on being punched in the face by Morty.  Equipping their anime armour from ""Promortyus"", Rick and Morty take on the subsequently-appearing giant robotic floating head of the former President Morty's ""Eyepatch Morty-as-Evil Rick"" visage from ""Close Rick-counters of the Rick Kind"", destroying the outer Rick shell to display its eyepatched inner layer. On the cusp of defeat, the pair summon Snuffles, the Ricklets, and Ice-T as a distraction, before Morty stabs the monstrosity through the eye, destroying it. Descending through the eye to ""The Core"" of the simulation, Rick and Morty prepare to face a giant time police officer, only for him to be weakened by a returning Gazorpazorpfield to allow Rick (with assist from Unity) to kill him, and Morty to then hack the malfunctioning core to destroy it, inadvertently freeing the gigantic Toxic Morty at its core, who incapacitates Rick and Morty with a mouth laser blast.  Having also been trapped in the simulation, Space Beth retrieves the unconscious Rick and Morty in her ship, and one-shots the steadily-eye-increasing Toxic Morty with her laser cannon, freeing an angelic deity from its core whom Space Beth then impales with a knife, causing the simulation (and its universe) to Reboot. As the simulation reboots, images of the Tree of Life, Michelangelo's The Creation of Adam, and Akira are glimpsed, before returning the status quo to the Smith family eating breakfast at home, and ceding with a final glitch into a promotion for ""Mort Dinner Rick Andre"", the fifth season premiere of Rick and Morty."
